,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,legendary_sum
624,"['Defiant', 'Inner Focus', 'Pressure']",1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,36,490,45,Sword Blade PokÃ©mon,100,1000000,1.6,65,Kirikizanã‚­ãƒªã‚­ã‚¶ãƒ³,Bisharp,50.0,625,60,70,70,dark,steel,70.0,5,0,0.28258327686638596
625,"['Reckless', 'Sap Sipper', 'Soundproof']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,71,490,45,Bash Buffalo PokÃ©mon,95,1000000,1.6,95,Buffronãƒãƒƒãƒ•ãƒ­ãƒ³,Bouffalant,50.0,626,40,95,55,normal,,94.6,5,0,0.28258327686638596
626,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,71,350,190,Eaglet PokÃ©mon,50,1250000,0.5,70,Washibonãƒ¯ã‚·ãƒœãƒ³,Rufflet,100.0,627,37,50,60,normal,flying,10.5,5,0,0.28258327686638596
627,"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,71,510,60,Valiant PokÃ©mon,75,1250000,1.5,100,Warrgleã‚¦ã‚©ãƒ¼ã‚°ãƒ«,Braviary,100.0,628,57,75,80,normal,flying,41.0,5,0,0.28258327686638596
628,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,36,370,190,Diapered PokÃ©mon,75,1250000,0.5,70,Valchaiãƒãƒ«ãƒãƒ£ã‚¤,Vullaby,0.0,629,45,65,60,dark,flying,9.0,5,0,0.28258327686638596
629,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,36,510,60,Bone Vulture PokÃ©mon,105,1250000,1.2,110,Vulginaãƒãƒ«ã‚¸ãƒ¼ãƒŠ,Mandibuzz,0.0,630,55,95,80,dark,flying,39.5,5,0,0.28258327686638596
630,"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,71,484,90,Anteater PokÃ©mon,66,1000000,1.4,85,Kuitaranã‚¯ã‚¤ã‚¿ãƒ©ãƒ³,Heatmor,50.0,631,105,66,65,fire,,58.0,5,0,0.28258327686638596
631,"['Swarm', 'Hustle', 'Truant']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,71,484,90,Iron Ant PokÃ©mon,112,1000000,0.3,58,Aiantã‚¢ã‚¤ã‚¢ãƒ³ãƒˆ,Durant,50.0,632,48,48,109,bug,steel,33.0,5,0,0.28258327686638596
632,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,36,300,45,Irate PokÃ©mon,50,1250000,0.8,52,Monozuãƒ¢ãƒŽã‚º,Deino,50.0,633,45,50,38,dark,dragon,17.3,5,0,0.28258327686638596
633,['Hustle'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,36,420,45,Hostile PokÃ©mon,70,1250000,1.4,72,Diheadã‚¸ãƒ˜ãƒƒãƒ‰,Zweilous,50.0,634,65,70,58,dark,dragon,50.0,5,0,0.28258327686638596
634,['Levitate'],2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,36,600,45,Brutal PokÃ©mon,90,1250000,1.8,92,Sazandoraã‚µã‚¶ãƒ³ãƒ‰ãƒ©,Hydreigon,50.0,635,125,90,98,dark,dragon,160.0,5,0,0.28258327686638596
635,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,71,360,45,Torch PokÃ©mon,55,1250000,1.1,55,Merlarvaãƒ¡ãƒ©ãƒ«ãƒ,Larvesta,50.0,636,50,55,60,bug,fire,28.8,5,0,0.28258327686638596
636,"['Flame Body', 'Swarm']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,71,550,15,Sun PokÃ©mon,65,1250000,1.6,85,Ulgamothã‚¦ãƒ«ã‚¬ãƒ¢ã‚¹,Volcarona,50.0,637,135,105,100,bug,fire,46.0,5,0,0.28258327686638596
637,['Justified'],0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,36,580,3,Iron Will PokÃ©mon,129,1250000,2.1,91,Cobalonã‚³ãƒãƒ«ã‚ªãƒ³,Cobalion,,638,90,72,108,steel,fighting,250.0,5,1,0.28258327686638596
638,['Justified'],0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,36,580,3,Cavern PokÃ©mon,90,1250000,1.9,91,Terrakionãƒ†ãƒ©ã‚­ã‚ªãƒ³,Terrakion,,639,72,90,108,rock,fighting,260.0,5,1,0.28258327686638596
639,['Justified'],1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,36,580,3,Grassland PokÃ©mon,72,1250000,2.0,91,Virizionãƒ“ãƒªã‚¸ã‚ªãƒ³,Virizion,,640,90,129,108,grass,fighting,200.0,5,1,0.28258327686638596
640,"['Prankster', 'Defiant', 'Regenerator']",0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,91,580,3,Cyclone PokÃ©mon,80,1250000,1.5,79,Tornelos (keshin Forme)ãƒˆãƒ«ãƒãƒ­ã‚¹,Tornadus,100.0,641,110,90,121,flying,,63.0,5,1,0.28258327686638596
641,"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,91,580,3,Bolt Strike PokÃ©mon,70,1250000,1.5,79,Voltolos (keshin Forme)ãƒœãƒ«ãƒˆãƒ­ã‚¹,Thundurus,100.0,642,145,80,101,electric,flying,61.0,5,1,0.28258327686638596
642,['Turboblaze'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,1,680,3,Vast White PokÃ©mon,100,1250000,3.2,100,Reshiramãƒ¬ã‚·ãƒ©ãƒ ,Reshiram,,643,150,120,90,dragon,fire,330.0,5,1,0.28258327686638596
643,['Teravolt'],1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,1,680,3,Deep Black PokÃ©mon,120,1250000,2.9,100,Zekromã‚¼ã‚¯ãƒ­ãƒ ,Zekrom,,644,120,100,90,dragon,electric,345.0,5,1,0.28258327686638596
644,"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,91,600,3,Abundance PokÃ©mon,90,1250000,1.5,89,Landlos (keshin Forme)ãƒ©ãƒ³ãƒ‰ãƒ­ã‚¹,Landorus,100.0,645,105,80,91,ground,flying,68.0,5,1,0.28258327686638596
645,"['Pressure', 'Teravolt', 'Turboblaze']",1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,1,700,3,Boundary PokÃ©mon,90,1250000,3.0,125,Kyuremã‚­ãƒ¥ãƒ¬ãƒ ,Kyurem,,646,170,100,95,dragon,ice,325.0,5,1,0.28258327686638596
646,['Justified'],0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,36,580,3,Colt PokÃ©mon,90,1250000,1.4,91,Keldeo (itsumo No Sugata)ã‚±ãƒ«ãƒ‡ã‚£ã‚ª,Keldeo,,647,129,90,108,water,fighting,48.5,5,1,0.28258327686638596
647,['Serene Grace'],2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,101,600,3,Melody PokÃ©mon,90,1250000,0.6,100,Meloetta (step Forme)ãƒ¡ãƒ­ã‚¨ãƒƒã‚¿,Meloetta,,648,77,77,128,normal,psychic,6.5,5,1,0.28258327686638596
648,['Download'],0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,1,600,3,Paleozoic PokÃ©mon,95,1250000,1.5,71,Genesectã‚²ãƒŽã‚»ã‚¯ãƒˆ,Genesect,,649,120,95,99,bug,steel,82.5,5,1,0.28258327686638596
649,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,71,313,45,Spiky Nut PokÃ©mon,65,1059860,0.4,56,Harimaronãƒãƒªãƒžãƒ­ãƒ³,Chespin,88.1,650,48,45,38,grass,,9.0,6,0,0.28258327686638596
650,"['Overgrow', 'Bulletproof']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,71,405,45,Spiny Armor PokÃ©mon,95,1059860,0.7,61,Hariborgãƒãƒªãƒœãƒ¼ã‚°,Quilladin,88.1,651,56,58,57,grass,,29.0,6,0,0.28258327686638596
651,"['Overgrow', 'Bulletproof']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,71,530,45,Spiny Armor PokÃ©mon,122,1059860,1.6,88,Brigarronãƒ–ãƒªã‚¬ãƒ­ãƒ³,Chesnaught,88.1,652,74,75,64,grass,fighting,90.0,6,0,0.28258327686638596
652,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,5120,71,307,45,Fox PokÃ©mon,40,1059860,0.4,40,Fokkoãƒ•ã‚©ãƒƒã‚³,Fennekin,88.1,653,62,60,60,fire,,9.4,6,0,0.28258327686638596
653,"['Blaze', 'Magician']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,5120,71,409,45,Fox PokÃ©mon,58,1059860,1.0,59,Tairenarãƒ†ãƒ¼ãƒ«ãƒŠãƒ¼,Braixen,88.1,654,90,70,73,fire,,14.5,6,0,0.28258327686638596
654,"['Blaze', 'Magician']",1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,5120,71,534,45,Fox PokÃ©mon,72,1059860,1.5,75,Mahoxyãƒžãƒ•ã‚©ã‚¯ã‚·ãƒ¼,Delphox,88.1,655,114,100,104,fire,psychic,39.0,6,0,0.28258327686638596
655,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,5120,71,314,45,Bubble Frog PokÃ©mon,40,1059860,0.3,41,Keromatsuã‚±ãƒ­ãƒžãƒ„,Froakie,88.1,656,62,44,71,water,,7.0,6,0,0.28258327686638596
656,"['Torrent', 'Protean']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,5120,71,405,45,Bubble Frog PokÃ©mon,52,1059860,0.6,54,Gekogashiraã‚²ã‚³ã‚¬ã‚·ãƒ©,Frogadier,88.1,657,83,56,97,water,,10.9,6,0,0.28258327686638596
657,"['Torrent', 'Protean', 'Battle Bond']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,5120,71,640,45,Ninja PokÃ©mon,67,1059860,1.5,72,Gekkougaã‚²ãƒƒã‚³ã‚¦ã‚¬,Greninja,88.1,658,153,71,132,water,dark,40.0,6,0,0.28258327686638596
658,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,3840,71,237,255,Digging PokÃ©mon,38,1000000,0.4,38,Horubeeãƒ›ãƒ«ãƒ“ãƒ¼,Bunnelby,50.0,659,32,36,57,normal,,5.0,6,0,0.28258327686638596
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,71,423,127,Digging PokÃ©mon,77,1000000,1.0,85,Horudoãƒ›ãƒ«ãƒ¼ãƒ‰,Diggersby,50.0,660,50,77,78,normal,ground,42.4,6,0,0.28258327686638596
660,"['Big Pecks', 'Gale Wings']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,71,278,255,Tiny Robin PokÃ©mon,43,1059860,0.3,45,Yayakomaãƒ¤ãƒ¤ã‚³ãƒž,Fletchling,50.0,661,40,38,62,normal,flying,1.7,6,0,0.28258327686638596
661,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,3840,71,382,120,Ember PokÃ©mon,55,1059860,0.7,62,Hinoyakomaãƒ’ãƒŽãƒ¤ã‚³ãƒž,Fletchinder,50.0,662,56,52,84,fire,flying,16.0,6,0,0.28258327686638596
662,"['Flame Body', 'Gale Wings']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,71,499,45,Scorching PokÃ©mon,71,1059860,1.2,78,Fiarrowãƒ•ã‚¡ã‚¤ã‚¢ãƒ­ãƒ¼,Talonflame,50.0,663,74,69,126,fire,flying,24.5,6,0,0.28258327686638596
663,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,71,200,255,Scatterdust PokÃ©mon,40,1000000,0.3,38,Kofukimushiã‚³ãƒ•ã‚­ãƒ ã‚·,Scatterbug,50.0,664,27,25,35,bug,,2.5,6,0,0.28258327686638596
664,"['Shed Skin', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,3840,71,213,120,Scatterdust PokÃ©mon,60,1000000,0.3,45,Kofuuraiã‚³ãƒ•ãƒ¼ãƒ©ã‚¤,Spewpa,50.0,665,27,30,29,bug,,8.4,6,0,0.28258327686638596
665,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,3840,71,411,45,Scale PokÃ©mon,50,1000000,1.2,80,Viviyonãƒ“ãƒ“ãƒ¨ãƒ³,Vivillon,50.0,666,90,50,89,bug,flying,17.0,6,0,0.28258327686638596
666,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,5120,71,369,220,Lion Cub PokÃ©mon,58,1059860,0.6,62,Shishikoã‚·ã‚·ã‚³,Litleo,11.2,667,73,54,72,fire,normal,13.5,6,0,0.28258327686638596
667,"['Rivalry', 'Unnerve', 'Moxie']",0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,5120,71,507,65,Royal PokÃ©mon,72,1059860,1.5,86,Kaenjishiã‚«ã‚¨ãƒ³ã‚¸ã‚·,Pyroar,11.2,668,109,66,106,fire,normal,81.5,6,0,0.28258327686638596
668,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,5120,71,303,225,Single Bloom PokÃ©mon,39,1000000,0.1,44,Flabebeãƒ•ãƒ©ãƒ™ãƒ™,FlabÃ©bÃ©,0.0,669,61,79,42,fairy,,0.1,6,0,0.28258327686638596
669,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,71,551,120,Fairy PokÃ©mon,67,1000000,0.2,74,Floetteãƒ•ãƒ©ã‚¨ãƒƒãƒ†,Floette,0.0,670,125,128,92,fairy,,0.9,6,0,0.28258327686638596
670,"['Flower Veil', 'Symbiosis']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,71,552,45,Garden PokÃ©mon,68,1000000,1.1,78,Florgesãƒ•ãƒ©ãƒ¼ã‚¸ã‚§ã‚¹,Florges,0.0,671,112,154,75,fairy,,10.0,6,0,0.28258327686638596
671,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,65,5120,71,350,200,Mount PokÃ©mon,48,1000000,0.9,66,Meecleãƒ¡ã‚§ãƒ¼ã‚¯ãƒ«,Skiddo,50.0,672,62,57,52,grass,,31.0,6,0,0.28258327686638596
672,"['Sap Sipper', 'Grass Pelt']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,71,531,45,Mount PokÃ©mon,62,1000000,1.7,123,Gogoatã‚´ãƒ¼ã‚´ãƒ¼ãƒˆ,Gogoat,50.0,673,97,81,68,grass,,91.0,6,0,0.28258327686638596
673,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,82,6400,71,348,220,Playful PokÃ©mon,62,1000000,0.6,67,Yanchamãƒ¤ãƒ³ãƒãƒ£ãƒ ,Pancham,50.0,674,46,48,43,fighting,,8.0,6,0,0.28258327686638596
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,124,6400,71,495,65,Daunting PokÃ©mon,78,1000000,2.1,95,Gorondaã‚´ãƒ­ãƒ³ãƒ€,Pangoro,50.0,675,69,71,58,fighting,dark,136.0,6,0,0.28258327686638596
675,['Fur Coat'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,71,472,160,Poodle PokÃ©mon,60,1000000,1.2,75,TrimmienãƒˆãƒªãƒŸã‚¢ãƒ³,Furfrou,50.0,676,65,90,102,normal,,28.0,6,0,0.28258327686638596
676,"['Keen Eye', 'Infiltrator', 'Own Tempo']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,71,355,190,Restraint PokÃ©mon,54,1000000,0.3,62,Nyasperãƒ‹ãƒ£ã‚¹ãƒ‘ãƒ¼,Espurr,50.0,677,63,60,68,psychic,,3.5,6,0,0.28258327686638596
677,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,48,5120,71,466,75,Constraint PokÃ©mon,76,1000000,0.6,74,Nyaonixãƒ‹ãƒ£ã‚ªãƒ‹ã‚¯ã‚¹,Meowstic,50.0,678,83,81,104,psychic,,8.5,6,0,0.28258327686638596
678,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,80,5120,71,325,180,Sword PokÃ©mon,100,1000000,0.8,45,Hitotsukiãƒ’ãƒˆãƒ„ã‚­,Honedge,50.0,679,35,37,28,steel,ghost,2.0,6,0,0.28258327686638596
679,['No Guard'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,110,5120,71,448,90,Sword PokÃ©mon,150,1000000,0.8,59,Nidangillãƒ‹ãƒ€ãƒ³ã‚®ãƒ«,Doublade,50.0,680,45,49,35,steel,ghost,4.5,6,0,0.28258327686638596
680,['Stance Change'],0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,150,5120,71,520,45,Royal Sword PokÃ©mon,50,1000000,1.7,60,Gillgardã‚®ãƒ«ã‚¬ãƒ«ãƒ‰,Aegislash,50.0,681,150,50,60,steel,ghost,53.0,6,0,0.28258327686638596
681,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,71,341,200,Perfume PokÃ©mon,60,1000000,0.2,78,Shushupuã‚·ãƒ¥ã‚·ãƒ¥ãƒ—,Spritzee,50.0,682,63,65,23,fairy,,0.5,6,0,0.28258327686638596
682,"['Healer', 'Aroma Veil']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,72,5120,71,462,140,Fragrance PokÃ©mon,72,1000000,0.8,101,Frefuwanãƒ•ãƒ¬ãƒ•ãƒ¯ãƒ³,Aromatisse,50.0,683,99,89,29,fairy,,15.5,6,0,0.28258327686638596
683,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,48,5120,71,341,200,Cotton Candy PokÃ©mon,66,1000000,0.4,62,Peroppafuãƒšãƒ­ãƒƒãƒ‘ãƒ•,Swirlix,50.0,684,59,57,49,fairy,,3.5,6,0,0.28258327686638596
684,"['Sweet Veil', 'Unburden']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,80,5120,71,480,140,Meringue PokÃ©mon,86,1000000,0.8,82,Peroreamãƒšãƒ­ãƒªãƒ¼ãƒ ,Slurpuff,50.0,685,85,75,72,fairy,,5.0,6,0,0.28258327686638596
685,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,54,5120,71,288,190,Revolving PokÃ©mon,53,1000000,0.4,53,Maaiikaãƒžãƒ¼ã‚¤ãƒ¼ã‚«,Inkay,50.0,686,37,46,45,dark,psychic,3.5,6,0,0.28258327686638596
686,"['Contrary', 'Suction Cups', 'Infiltrator']",4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,92,5120,71,482,80,Overturning PokÃ©mon,88,1000000,1.5,86,Calamaneroã‚«ãƒ©ãƒžãƒãƒ­,Malamar,50.0,687,68,75,73,dark,psychic,47.0,6,0,0.28258327686638596
687,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,52,5120,71,306,120,Two-Handed PokÃ©mon,67,1000000,0.5,42,Kameteteã‚«ãƒ¡ãƒ†ãƒ†,Binacle,50.0,688,39,56,50,rock,water,31.0,6,0,0.28258327686638596
688,"['Tough Claws', 'Sniper', 'Pickpocket']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,105,5120,71,500,45,Collective PokÃ©mon,115,1000000,1.3,72,Gamenodesã‚¬ãƒ¡ãƒŽãƒ‡ã‚¹,Barbaracle,50.0,689,54,86,68,rock,water,96.0,6,0,0.28258327686638596
689,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,60,5120,71,320,225,Mock Kelp PokÃ©mon,60,1000000,0.5,50,Kuzumoã‚¯ã‚ºãƒ¢ãƒ¼,Skrelp,50.0,690,60,60,30,poison,water,7.3,6,0,0.28258327686638596
690,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,75,5120,71,494,55,Mock Kelp PokÃ©mon,90,1000000,1.8,65,Dramidoroãƒ‰ãƒ©ãƒŸãƒ‰ãƒ­,Dragalge,50.0,691,97,123,44,poison,dragon,81.5,6,0,0.28258327686638596
691,['Mega Launcher'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,3840,71,330,225,Water Gun PokÃ©mon,62,1250000,0.5,50,Udeppouã‚¦ãƒ‡ãƒƒãƒã‚¦,Clauncher,50.0,692,58,63,44,water,,8.3,6,0,0.28258327686638596
